exit_status,runid,read_id,filename,barcode,accuracy,identity,model,name,start,end,coverage,URL,categories,seq_id,seq_len,taxon,taxon_id,cluster_id
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,8dcfb8ad-860c-4ad4-8e37-f3e0ab59ae51,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,85.37,88.05,protein variant model,Salmonella enterica gyrA conferring resistance to fluoroquinolones,11,2637,99.583,https://card.mcmaster.ca/ontology/40635,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2277,2637,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,54
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,a88aacf7-e806-4707-89ba-5333fe098618,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,76.32,80.74,protein homolog model,msbA,708,1649,57.143,https://card.mcmaster.ca/ontology/40720,efflux pump conferring antibiotic resistance,293,1749,Escherichia coli str. K-12 substr. MG1655,511145,116
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,ba326405-09be-47d4-9da1-49bc1ae523b3,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,96.23,98.08,protein variant model,Salmonella serovars gyrB conferring resistance to fluoroquinolone,2312,2416,4.305,https://card.mcmaster.ca/ontology/39891,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2241,2416,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,69
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,5e482279-1781-46d2-9365-148752afee74,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,76.34,80.65,protein variant model,Escherichia coli sulfonamide resistant mutant folP,34,730,81.882,https://card.mcmaster.ca/ontology/39970,sulfonamide resistance gene. antibiotic resistant gene variant or mutant,2245,850,Escherichia coli str. K-12 substr. W3110,316407,492
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,82ff9d2e-6dc0-465e-bab3-66d7e40b8393,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode03,96.07,98.65,protein homolog model,vgaC,4,231,98.268,https://card.mcmaster.ca/ontology/39265,efflux pump conferring antibiotic resistance,2151,231,Enterobacter cloacae,550,852
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,0454d6e7-7af7-4dfe-b13a-e2356f62f9c8,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,96.75,98.67,protein homolog model,msrE,0,459,35.469,https://card.mcmaster.ca/ontology/39685,efflux pump conferring antibiotic resistance,1157,1477,Escherichia coli,562,162
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,f401eb7c-c5b8-4f23-9629-605ec6e62301,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,81.82,93.67,protein homolog model,TEM-4,4,246,39.658,https://card.mcmaster.ca/ontology/37256,beta-lactam resistance gene. antibiotic inactivation enzyme,1172,1061,Klebsiella pneumoniae,573,339
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,db26a381-68e7-4bb3-90e6-a262bd55383d,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,89.19,92.41,protein variant model,Escherichia coli rpoB mutants conferring resistance to rifampicin,2,3163,78.437,https://card.mcmaster.ca/ontology/39872,antibiotic resistant gene variant or mutant. rifampin resistance gene,2261,4030,Escherichia coli O157:H7 str. Sakai,386585,2
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,5b8313de-9069-4912-9b31-a3e68d6b4613,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,90.05,92.5,protein variant model,Escherichia coli rpoB mutants conferring resistance to rifampicin,0,4030,100,https://card.mcmaster.ca/ontology/39872,antibiotic resistant gene variant or mutant. rifampin resistance gene,2261,4030,Escherichia coli O157:H7 str. Sakai,386585,2
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,1e789a7e-cf9f-4a11-a636-58f5aa60bd95,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,83.09,89.13,protein variant model,Escherichia coli rpoB mutants conferring resistance to rifampicin,2029,4030,49.653,https://card.mcmaster.ca/ontology/39872,antibiotic resistant gene variant or mutant. rifampin resistance gene,2261,4030,Escherichia coli O157:H7 str. Sakai,386585,2
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,ef428a9d-7168-49b8-96ed-88d01d294b39,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,95.29,97.83,protein variant model,Klebsiella mutant PhoP conferring antibiotic resistance to colistin,0,420,62.5,https://card.mcmaster.ca/ontology/40195,gene altering cell wall charge conferring antibiotic resistance. gene modulating antibiotic efflux. antibiotic resistant gene variant or mutant. polymyxin resistance gene. efflux pump conferring antibiotic resistance,2180,672,Klebsiella pneumoniae,573,665
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,b079c537-854a-40ae-9e3d-c30fd865c2e0,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,95.47,98.34,protein homolog model,QnrB1,0,681,100,https://card.mcmaster.ca/ontology/39148,fluoroquinolone resistance gene. antibiotic target protection protein,466,681,Klebsiella pneumoniae,573,660
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,6ce73815-e7ad-4a08-b226-1b09a7ed0e89,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,83.86,92.21,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsH gene conferring resistance to spectinomycin,4,1542,99.741,https://card.mcmaster.ca/ontology/39956,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2324,1542,Escherichia coli K-12,83333,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,4a0309bc-383f-450d-9d96-3d05f3c73094,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,77.81,81.75,protein homolog model,mfd,10,3447,99.71,https://card.mcmaster.ca/ontology/40538,fluoroquinolone resistance gene. antibiotic target protection protein,1528,3447,Escherichia coli str. K-12 substr. MG1655,511145,9
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,01e34bfb-555a-4eac-a8ba-7933c43a4378,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,85.83,92.79,protein homolog model,fyuA,0,2005,99.159,https://card.mcmaster.ca/ontology/40524,aminoglycoside resistance gene. tetracycline resistance gene,423,2022,Escherichia coli,562,88
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,95bf2239-ec3d-410d-8d59-a342b75222dd,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,87.4,91.28,protein variant model,Escherichia coli rpoB mutants conferring resistance to rifampicin,0,1517,37.643,https://card.mcmaster.ca/ontology/39872,antibiotic resistant gene variant or mutant. rifampin resistance gene,2261,4030,Escherichia coli O157:H7 str. Sakai,386585,2
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,e785d085-6ea5-42f1-b032-2e68404b88f2,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,97.7,98.84,protein variant model,Klebsiella pneumoniae ramR mutants,402,575,62.909,https://card.mcmaster.ca/ontology/39964,gene modulating antibiotic efflux. antibiotic resistant gene variant or mutant. efflux pump conferring antibiotic resistance,2251,583,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,272620,732
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,e4d0b9be-f64f-49a5-88c9-eede119e4d75,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,89.62,95.31,protein homolog model,oqxB,0,3153,100,https://card.mcmaster.ca/ontology/40632,efflux pump conferring antibiotic resistance,1443,3153,Escherichia coli,562,25
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,0f610b54-53e2-4836-bfb3-c8f6de8dc198,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,93.81,97.71,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to spectinomycin,1049,1542,31.971,https://card.mcmaster.ca/ontology/39960,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2332,1542,Escherichia coli K-12,83333,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,78ae12c8-949c-4b13-bb0e-04912fe64967,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,90.04,97.2,protein homolog model,msrE,517,746,66.462,https://card.mcmaster.ca/ontology/39685,efflux pump conferring antibiotic resistance,1157,1477,Escherichia coli,562,162
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,2fdc85aa-c914-45e2-b689-889f7205dd9f,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,93.91,98.4,protein homolog model,armA,0,774,100,https://card.mcmaster.ca/ontology/37238,aminoglycoside resistance gene. antibiotic target modifying enzyme,222,774,Pseudomonas aeruginosa,287,585
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,f5b03f59-5f22-4956-9083-dc123b412076,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,92.35,96.91,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsH gene conferring resistance to spectinomycin,0,168,10.895,https://card.mcmaster.ca/ontology/39956,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2324,1542,Escherichia coli K-12,83333,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,9d88c54c-5786-4da2-878d-ab3f5f548e00,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,93.96,97.41,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrnB gene conferring resistance to tetracycline,1065,1542,30.934,https://card.mcmaster.ca/ontology/39995,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2341,1542,Escherichia coli K-12,83333,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,7c87c303-7c00-4f7d-b0db-ddcde582926f,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,77.22,81.54,protein homolog model,mfd,10,3447,99.71,https://card.mcmaster.ca/ontology/40538,fluoroquinolone resistance gene. antibiotic target protection protein,1528,3447,Escherichia coli str. K-12 substr. MG1655,511145,9
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,59279fe0-bebe-4c51-956a-46de654ba5ae,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,94.03,97.71,protein variant model,Klebsiella pneumoniae acrR mutant resulting in high level antibiotic resistance,327,644,48.62,https://card.mcmaster.ca/ontology/39957,gene modulating antibiotic efflux. antibiotic resistant gene variant or mutant. efflux pump conferring antibiotic resistance,2234,652,Klebsiella pneumoniae subsp. pneumoniae MGH 78578,272620,687
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,9a08b6e6-f798-4c8d-8e2c-4b6be656f4a7,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,94.31,98.31,protein homolog model,dfrA14,0,484,100,https://card.mcmaster.ca/ontology/39293,trimethoprim resistance gene. antibiotic target replacement protein,654,484,Escherichia coli,562,781
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,1c672f3a-c331-4af9-b84f-706682577088,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,91.62,95.53,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,0,1544,100,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,2594ab09-a72f-468b-8224-1760eccac9d7,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,75.66,81.11,protein homolog model,acrD,0,3114,99.968,https://card.mcmaster.ca/ontology/36630,efflux pump conferring antibiotic resistance,184,3115,Escherichia coli str. K-12 substr. W3110,316407,34
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,e976c9a9-5105-4297-b3d1-28f920d8646b,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,82.72,87.66,protein variant model,Escherichia coli gyrB conferring resistance to aminocoumarin,0,554,74.558,https://card.mcmaster.ca/ontology/39887,antibiotic resistant gene variant or mutant. aminocoumarin resistance gene,2199,2416,Escherichia coli str. K-12 substr. W3110,316407,69
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,a5557acc-3ee3-4d57-b9b5-99f393af0964,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,76.04,80.46,protein homolog model,arnA,943,1881,50.786,https://card.mcmaster.ca/ontology/39419,gene altering cell wall charge conferring antibiotic resistance. polymyxin resistance gene,415,1989,Pseudomonas aeruginosa PAO1,208964,93
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,3082bf60-1908-49db-8917-4fa99fd184e7,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,81.56,84.49,protein homolog model,patA,13,1380,99.058,https://card.mcmaster.ca/ontology/36033,efflux pump conferring antibiotic resistance,1029,1380,Escherichia coli str. K-12 substr. MG1655,511145,199
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,c890e86d-d2ec-4adb-a7e8-369f6a75534c,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,88.57,95.09,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsB gene conferring resistance to tetracycline,0,170,11.025,https://card.mcmaster.ca/ontology/39994,tetracycline resistance gene. antibiotic resistant gene variant or mutant,2319,1542,Escherichia coli K-12,83333,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,62c6ab6e-04bf-45a1-9058-9ea848b9a273,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,95.72,98.62,protein homolog model,msrE,0,1477,100,https://card.mcmaster.ca/ontology/39685,efflux pump conferring antibiotic resistance,1157,1477,Escherichia coli,562,162
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,934ca6b1-f673-4d1a-ab7d-2538266847a0,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,79.04,80.99,protein homolog model,emrD,8,1157,96.474,https://card.mcmaster.ca/ontology/36448,efflux pump conferring antibiotic resistance,1969,1191,Escherichia coli B185,550676,270
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,57519bd1-d9aa-4152-9f31-2ed5ba95965a,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,94.49,97.67,protein homolog model,oqxB,0,3149,99.873,https://card.mcmaster.ca/ontology/40632,efflux pump conferring antibiotic resistance,1443,3153,Escherichia coli,562,25
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,7eb214f2-0f8a-4a5e-a54a-ef1310e5cf24,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,87.63,94.65,protein homolog model,CTX-M-117,5,875,99.202,https://card.mcmaster.ca/ontology/38377,beta-lactam resistance gene. antibiotic inactivation enzyme,1918,877,Escherichia coli,562,461
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,f2a5a26f-589d-4f67-87ce-e1a056a69261,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,89.25,93.5,protein variant model,Escherichia coli EF-Tu mutants conferring resistance to kirromycin,1,1185,99.916,https://card.mcmaster.ca/ontology/39952,elfamycin resistance gene. antibiotic resistant gene variant or mutant,2203,1185,Escherichia coli,562,242
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,fb36b774-c2f6-45b1-9703-eb356900c301,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,87.8,92.28,protein variant model,Escherichia coli rpoB mutants conferring resistance to rifampicin,0,4030,100,https://card.mcmaster.ca/ontology/39872,antibiotic resistant gene variant or mutant. rifampin resistance gene,2261,4030,Escherichia coli O157:H7 str. Sakai,386585,2
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,faca5478-6ae7-40e2-87f2-14812f367792,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,96.07,99.07,protein homolog model,CTX-M-15,0,877,100,https://card.mcmaster.ca/ontology/38278,beta-lactam resistance gene. antibiotic inactivation enzyme,338,877,Escherichia coli,562,461
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,287f1c85-62b2-476d-a19b-aa92d3b8be10,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,94.35,98.67,protein homolog model,TEM-4,517,1061,51.272,https://card.mcmaster.ca/ontology/37256,beta-lactam resistance gene. antibiotic inactivation enzyme,1172,1061,Klebsiella pneumoniae,573,339
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,1d176b43-05ee-4844-b780-b6716f4af18e,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,92.62,96.2,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsH gene conferring resistance to spectinomycin,0,1542,100,https://card.mcmaster.ca/ontology/39956,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2324,1542,Escherichia coli K-12,83333,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,4a43885c-8d5a-4822-a530-80a6ec7b4e82,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,75.56,82.73,protein homolog model,arnA,948,1814,58.913,https://card.mcmaster.ca/ontology/39419,gene altering cell wall charge conferring antibiotic resistance. polymyxin resistance gene,415,1989,Pseudomonas aeruginosa PAO1,208964,93
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,4d771791-f7c4-4282-a2a1-706160df554e,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,77.47,81.6,protein homolog model,acrD,0,3114,99.968,https://card.mcmaster.ca/ontology/36630,efflux pump conferring antibiotic resistance,184,3115,Escherichia coli str. K-12 substr. W3110,316407,34
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,f7f1c6f2-2b49-4d25-bc25-fbf3d5b55b43,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,81.93,84.74,protein variant model,Escherichia coli mutant UhpT conferring resistance to fosfomycin,0,1211,86.997,https://card.mcmaster.ca/ontology/40592,fosfomycin resistance gene. antibiotic resistant gene variant or mutant,2183,1392,Escherichia coli str. K-12 substr. MC4100,1403831,196
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,b3d70226-1f29-401a-82f3-ecaf8fb8ac4e,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,76.5,83.42,protein knockout model,Klebsiella OmpK36 conferring resistance to beta-lactam,78,288,19.022,https://card.mcmaster.ca/ontology/40739,gene conferring resistance via absence. gene modulating permeability to antibiotic,2169,1104,Klebsiella pneumoniae subsp. pneumoniae HS11286,1125630,324
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,0152eaf9-ab1c-479b-8f1a-2f21de77c66b,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,78.51,88.1,protein variant model,Escherichia coli rpoB mutants conferring resistance to rifampicin,0,4024,99.851,https://card.mcmaster.ca/ontology/39872,antibiotic resistant gene variant or mutant. rifampin resistance gene,2261,4030,Escherichia coli O157:H7 str. Sakai,386585,2
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,3b8ddcb0-c1bd-457b-accb-7ff7f2a302b5,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,92.31,96.24,protein homolog model,FosA5,11,420,97.381,https://card.mcmaster.ca/ontology/39793,antibiotic inactivation enzyme. fosfomycin resistance gene,1283,420,Escherichia coli,562,818
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,aaacb68d-12de-4520-bc86-5f79bb794178,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,92.05,95.95,rRNA mutation model,Escherichia coli 16S rRNA mutation in the rrsH gene conferring resistance to spectinomycin,0,1541,99.935,https://card.mcmaster.ca/ontology/39956,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2324,1542,Escherichia coli K-12,83333,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,ac7e12ab-f389-404c-8580-0292a2a8ec7e,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,95.38,97.93,protein homolog model,oqxB,0,3153,100,https://card.mcmaster.ca/ontology/40632,efflux pump conferring antibiotic resistance,1443,3153,Escherichia coli,562,25
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,2b96f81d-e8f4-48fc-898f-5d30ee4edf30,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,75.99,82.81,protein variant model,Escherichia coli mutant murA conferring resistance to fosfomycin,0,1260,100,https://card.mcmaster.ca/ontology/40451,fosfomycin resistance gene. antibiotic resistant gene variant or mutant,2220,1260,Escherichia coli ATCC 25922,1322345,226
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,8b27bdaa-120c-491a-b03f-5a35ba5a4b3c,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,90.68,96.69,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,748,1544,51.554,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,914f66e5-2601-409d-a297-1f9f16f8ff27,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,84.75,88.05,protein variant model,Salmonella serovars gyrB conferring resistance to fluoroquinolone,0,2416,100,https://card.mcmaster.ca/ontology/39891,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2241,2416,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,69
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,afe62484-4ea7-4e8f-825f-49af46a9504b,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_5.fastq,barcode02,91.7,95.39,rRNA mutation model,Salmonella enterica serovar Typhimurium 16S rRNA mutation in the rrsD gene conferring resistance to spectinomycin,0,1544,100,https://card.mcmaster.ca/ontology/40114,aminoglycoside resistance gene. antibiotic resistant gene variant or mutant,2340,1544,Salmonella enterica subsp. salamae,59202,141
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,d9dc4861-a964-4708-b6cc-bffd3688648c,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_2.fastq,barcode02,94.06,96.68,protein variant model,Escherichia coli EF-Tu mutants conferring resistance to kirromycin,604,1185,49.03,https://card.mcmaster.ca/ontology/39952,elfamycin resistance gene. antibiotic resistant gene variant or mutant,2203,1185,Escherichia coli,562,242
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,3f9bde91-c2e6-495f-b0a5-53e5badc4ebb,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_2.fastq,barcode02,95.28,99.06,protein homolog model,OXA-1,0,877,100,https://card.mcmaster.ca/ontology/37796,beta-lactam resistance gene. antibiotic inactivation enzyme,263,877,Pseudomonas aeruginosa,287,463
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,1eced9ee-9cc6-4baf-a8cc-40a8d2b9f6ff,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_2.fastq,barcode02,80.87,85.71,protein variant model,Salmonella enterica parC conferring resistance to fluoroquinolones,0,2259,100,https://card.mcmaster.ca/ontology/40662,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2248,2259,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,73
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,970fd43f-83e6-4810-a0fd-c5855b7a74de,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_2.fastq,barcode02,94.84,98.26,protein homolog model,CTX-M-101,0,877,100,https://card.mcmaster.ca/ontology/38360,beta-lactam resistance gene. antibiotic inactivation enzyme,45,877,Escherichia coli,562,461
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,d3305f4e-b157-426b-a93f-f5e4dd982918,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_2.fastq,barcode02,95.81,98.09,protein variant model,Klebsiella mutant PhoP conferring antibiotic resistance to colistin,32,672,95.238,https://card.mcmaster.ca/ontology/40195,gene altering cell wall charge conferring antibiotic resistance. gene modulating antibiotic efflux. antibiotic resistant gene variant or mutant. polymyxin resistance gene. efflux pump conferring antibiotic resistance,2180,672,Klebsiella pneumoniae,573,665
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,010ef81b-a28d-468a-9014-6339f70add2a,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_2.fastq,barcode02,84.63,87.63,protein homolog model,H-NS,9,415,97.831,https://card.mcmaster.ca/ontology/37020,gene modulating antibiotic efflux. efflux pump conferring antibiotic resistance,1445,415,Escherichia coli O157:H7 str. Sakai,386585,824
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,0a755e0a-3294-40e6-89a0-76d40a5df888,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_2.fastq,barcode02,78.46,81.77,protein homolog model,mdtC,0,3051,99.091,https://card.mcmaster.ca/ontology/37174,efflux pump conferring antibiotic resistance,1596,3079,Escherichia coli str. K-12 substr. MG1655,511145,41
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,44834aa6-4cf3-4f7c-b5d0-1773a661a5a8,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_2.fastq,barcode02,84.07,86.95,protein variant model,Salmonella enterica gyrA conferring resistance to fluoroquinolones,11,2637,99.583,https://card.mcmaster.ca/ontology/40635,fluoroquinolone resistance gene. antibiotic resistant gene variant or mutant,2277,2637,Salmonella enterica subsp. enterica serovar Typhimurium str. LT2,99287,54
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,7cbd8b98-32b0-4949-b561-3f726c351e6f,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_2.fastq,barcode02,77.79,82.89,protein homolog model,YojI,96,1640,93.917,https://card.mcmaster.ca/ontology/40722,efflux pump conferring antibiotic resistance,1806,1644,Escherichia coli str. K-12 substr. MG1655,511145,132
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,32d73b8a-ef44-439c-aa0c-0c8fa235a55e,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_2.fastq,barcode02,87.26,94.4,protein homolog model,msrE,0,1469,99.458,https://card.mcmaster.ca/ontology/39685,efflux pump conferring antibiotic resistance,1157,1477,Escherichia coli,562,162
Workflow successful,ed864aac0a447547cee3d3e398b618bc1d650318,5339588d-19ab-40e2-bcd3-5324416d21f5,FAL00387_ed864aac0a447547cee3d3e398b618bc1d650318_2.fastq,barcode02,91.36,96.57,protein homolog model,TEM-4,3,1061,99.717,https://card.mcmaster.ca/ontology/37256,beta-lactam resistance gene. antibiotic inactivation enzyme,1172,1061,Klebsiella pneumoniae,573,339
